utterance,request,importance
I would like to get the invoices from last month,2,1
"lpaese, could you ask an agent where to notify issues paying?",5,2
can u ask an agent where  i could check my fucking bills?,17,0
could you send me my invoices?,2,2
help to see the termination fees,20,2
I want to see the email of the Customer Service,10,2
"I have a question, how can I call Customef Service?",10,1
can u ask an agent if i can place an order?,26,0
assistance leaving a review for a service,23,2
show me the mail of Customer Service,10,2
how to inform of issues paying,5,2
where can I get information about a user account deletion?,1,2
can I report problems with my payment?,5,2
"I don't want my online account, help me remove it",1,1
I try to set up a different shipping address,4,2
can I track the last order?,3,2
could you help me tracking the refund?,22,2
"i lost my account password , can i retrieve it?",12,0
check ur damn payment methods,21,2
could you tell me if I can create two fucking online accounts with the same email?,8,2
"I have no shipping address, how can I set one up?",4,1
"I have no user account, how can I open one?",8,1
I want assistance checking your allowed payment methods,21,2
how to change the shipping address?,24,2
I need assistance with cancelling the order I made,27,1
how do I see your money back policy?,16,2
"I've got no user account, help me open one",8,1
I want to check when my delivery is going to arrive,7,1
help canceling the company newsletter subscription,18,2
"I have an issue when trying to pay for my order, how do I inform of it?",5,1
how long does it take for tickets to arrive?,7,1
could you help me get my money back?,11,1
"you aren't helping, how can I speak with someone?",14,1
I cannot talk to an agent,14,2
can u ask an agent where i can write a comment for a service?,23,0
can I check at what time I can contact customer service?,10,2
"I'd like to check your refund policy, what do I have to do?",16,1
can you give me information about the mail of the Customer Support?,10,2
whrre do I file a complaint?,9,2
can I view the status of my uprchase?,3,2
"the show was cancelled, what do I have to do to get a refund?",11,1
I would like to cancel the last order,27,1
how can I file a complaint?,9,2
I do not know what I need to do to buy some of your item,26,1
"could u ask an agent how i could notify an issue making a payment, please?",5,0
can I check when my item is going to arrive?,7,2
"i have a problem masking a payment with card, what can i do to inform of it?",5,0
how do I track the refund?,22,1
where do I view the status  of my reimbursement?,22,1
"an error message pops when I try to make a payment , what should I do?",5,1
"please, ask an agent to show me information about my invoice",17,2
can I report issues with my payment?,5,2
how can I notify an issue making a payment?,5,2
help me cancel my online account,1,2
"I have an issue when trying to pay for my online order, how do I report it?",5,1
I need help setting up a new shipping address,4,2
"I want a refund, what should I do to get one?",11,1
"i want a reimbursement, what do i have to do to request one?",11,0
where do I create an account?,8,2
I do not know how I could check the cancellation fee,20,1
can you tell me how to track my package?,3,2
"I want to check my delivery , tell me where to do it",3,1
I need help notifying problems paying,5,2
can I write a comment?,23,2
"i got an error when i attempted to make a payment, but i was charged anyway, notify it",5,0
I don't know what I need to do to switch to another account,6,1
"I purchased a product, can I change my order?",0,1
how to view your payment option,21,2
I want assistance to cancel the order I have made,27,1
"I want to change my purtchase, tell me how I can do it",0,1
I would like to know about forgotten passwords,12,2
ask an agent what the email of client service is,10,2
"I want to check my shipment, can you tell me how to do it?",3,1
can you tell me about your reimbursement policy?,16,1
could you help me to change the order I have made?,0,1
I want to know more about delivery period,7,2
I want to know about changing my shipping address,24,2
"I have an issue when trying to make an payment with card, help me inform of it",5,1
information about the cancellation penalty,20,2
is it possible to get some invoices?,2,2
were do i check the status of my purchase?,3,0
tell me if I could make a payment withVisa,21,2
"i can't find my fucking invoices, can u show them, please?",17,0
is it possible to report an issue with payment?,5,2
I want help checking what delivery options I have,13,2
I want help checking when my item is going to arrive,7,1
information about downloading a bill,2,2
"i havent got a profile, what should i do?",8,0
I want to create an account,8,2
"I ordered an item, what do I have to do to modify my purchase?",0,1
I would like information about changing the shipping address,24,2
I want to check what payment methods are available,21,2
assistance to buy something,26,2
question about canceling my last order,27,2
how can I make changes to the information on my profile?,19,2
I want to know if my packages are out for delivery,3,1
how can I download a bill?,2,2
I have an issue ayign for my order,5,1
"I want to checkmy packages, tell me where to xo it",3,0
how can i solve issues making a payment?,5,0
"I changed my mind, what can I do to cancel my online account?",1,1
help me check my bill,17,2
where can I retrieve the pass of my account?,12,2
moidfying user details,19,2
can you tell me how to track my shipment?,3,2
"I have an issue making a payment , can you notify it?",5,1
youre not helpnig and i wanna contact someone,14,0
"I can't understand you, what should I do to contact a human?",14,1
how can I track my purchase ?,3,2
can u ask an agent how to report an issue with my payment?,5,0
ask an agent how to send an email to client service,10,2
I need to report fucking registration issues,25,2
"I need information, what should I do to speak with Customer Support?",10,1
"I'm discontent with the service, what can I do to file a complaint?",9,1
I want to know if I can check my shipment,3,1
what do I have to do to get the invoices from last month?,2,1
I want to know if I can create two accounts with the same email,8,1
how do I contact an agent?,14,2
"I don't understand you, how can I talk to a person?",14,1
help me to cancel a secondary account,1,2
"could you tell me the fucking email to contact Customer Service, please?",10,2
"I want to notify an issue paying, what should I do?",5,1
help me to set up another shipping address,4,2
i dont understand you and id like to speak with a fucking human agent,14,0
I have no account and I want to register,8,1
"you aren't helping, what can I do to contact a human agent?",14,1
I would like to check the cancellation fees,20,1
can you tell me what the free number of Customer Service is?,10,2
assistance reporting registration issues,25,2
how do I leave a review for your services?,23,2
show me the cancellation fee,20,2
can u ask an agent how i can leave an opinion for a service?,23,0
"I am not a client, need assistance to sign up",8,1
I try to check the eazrly termination penalty,20,2
editing info on profile,19,2
I would like to check what delivery options are available,13,1
how could I inform of a ufcking payment problem ?,5,2
"can u ask an agent if i can delete my online account, please?",1,0
where can I get the invoices from my last purchase?,2,1
"can u ask an agent how to report an issue paying, please?",5,0
"I lost my account password, I need help resetting it, please",12,1
buy several of your item,26,2
would it be possible to track the last order?,3,2
"someone stole my password, can u reset it?",12,0
can I get an invoice?,2,2
can you tell me where I can track my orders?,3,2
can u ask an agent what the mail of the Customer Support?,10,0
the concert was postponed and I want to obtain a reimbursement,11,1
"I have an issue paying for my order, I need help reporting it",5,1
"I can't find my bill , help me view it",17,1
help me open an account,8,2
I have got to switch user,6,2
I want assistance to check the withdrawal fee,20,2
"the concert was postponed, what can i do?",11,0
what information can u tell me about seeing some bills?,2,0
how do I track my order?,3,2
I would like to delete the account,1,1
"i got an error message when i attempted to make a payment, but my card was charged anyway, how can i inform of it?",5,0
"I made a mistake, can i modify my fucking order?",0,0
when am I getting my money back?,11,1
"I lost my invoice, acn I check it?",17,1
can you tell me if you have a newsletter to keep me informed?,18,2
tell me where I can see abill,2,2
"I want to download some bills, tell me how to do it",2,1
"i have a problem paying with card, report it",5,0
"I want to get an invoice, can you give me some information?",2,1
"I want information, how do I send an email to Customer Service?",10,2
I do not know how to change my shipping address,24,1
"I want to ssee your money back policy, what should I do?",16,1
can I get a reimbursement?,11,1
I try to edit my account,19,2
"please, ask an agent where i can write a fucking comment for a service",23,0
can u ask an agent if I can check my orders?,3,0
where could I cancel the last order?,27,2
"the transfer was declined, can you help me?",5,2
"i have a problem when trying to pay for my order, can i notify it?",5,0
"I ordered a product, can I modify my purchase?",0,2
"please, I want to know if I could own more than one profile",8,1
how do I solve a problem making a payment?,5,2
i wanna check my bills,17,0
"I lost my invoice, what do I have to do to view it?",17,1
I don't have a fucking profile and I'd like to create one,8,1
i wanna request information about getting an invoice,2,0
i wanna lodge an complaint fvor a service,9,0
problems with a forgotten password,12,2
could I check the status of the refund?,22,1
"the concert was postponed, request a refund",11,2
"i wanna lodge a consumer complaint for a service, what can i do?",9,0
I do not know what I have to do to submit some feedback,23,1
how can I inform of an issue with my payment?,5,2
I want to know what the free phone number to contact Customer Support is,10,2
i cannot sign up need assistance to notify of a signup issue,25,2
can u ask an agent if i can solve a problem paying?,5,0
where do i lodge a consumer complaint for a service?,9,0
help to create an account,8,2
I do not know how to create an account,8,1
"I got an error message when I attempted to pay, but I was charged anyway, what do I have to do?",5,1
"i have no online account, how do i open one ?",8,0
help subscribing to your company newsletter,18,2
"ask an agent how to call customer supoort, please",10,2
"please, can u ask an agent if i can switch to another online account?",6,0
"i wanna request a reimbursement, can u help me?",11,0
I ordered something and I want to change my order,0,1
help to switch to another account,6,2
question about my registration,25,2
"I don't have a user account, can you open one?",8,1
"i dont want my profile, can u cancel it?",1,0
I have a problem with changing some items of an order,0,1
how can I lodge a consumer complaint?,9,2
where to write a review for a service,23,2
I need help seeing some invoices,2,1
can I write a review for a service?,23,2
how do I update the information on my user profile?,19,2
where to buy some items?,26,2
I need assistance to use another account,6,2
I want help checking your allowed payment methods,21,2
"i want to file a complaint, can u help me?",9,0
I want help editing my personal information,19,2
tell me what the free phone no to contact Customer Support is,10,2
I want to report problems making a payment,5,2
help to set up another shipping address,4,2
"i got an error message when i attempted to make a payment, but i was charged anyway, can u inform of it?",5,0
"could you tell me if I can create two user accounts with an single email, please?",8,2
I want to check what options for delivery I have,13,1
how do i see my invoices?,17,0
"please, could u find information about the email address to contact Customer Service?",10,0
I had regiwtration problems,25,2
"I want to view your payment methods, what do I have to do ?",21,1
what is the cancellation fee?,20,2
where can I get information about the options for delivery?,13,2
where do I cancel my user account?,1,2
"I don't understand you, what can I do to talk to a person?",14,1
"I want to view the status of my order, what should I do?",3,1
where can i set up my shipping address?,4,0
"I'm not happy with the service, how do I make a complaint?",9,1
I want to see the mail address of Client Service,10,2
i want to know if i can register several accounts with the same email address,8,0
"I can't  understand you, speak with a person",14,1
ask an agent if i can report issues with my payment,5,0
show me in what cases can I ask to be refunded,16,1
i wantto know how I can obtain an invoice,2,0
"I want to solve a problem making a payment, can you help me?",5,1
getting invoices from ten months ago,2,2
"I want a refund, how do I get one?",11,1
tell me if I can register two profiles with the same email address,8,2
u are not helping and i wanna talk to a human agent,14,0
"I ordered something, I need help changing my order",0,1
I can't understand you and I want to talk to a person,14,1
"I haven't got an online account, I need help registering",8,1
I need help checking how long refunds take,16,1
I don't know how I could check the status of my order,3,1
can u ask an agent how to set up my shiping address?,4,0
id like to see my bill,17,2
I want to inform of a problem making a payment,5,2
"the game was cancelled, how can I get a reimbursement?",11,1
tell me if I can create more than one online account with the same email address,8,2
I need help lodging a consumer complaint,9,2
how to view the status of my reimbursemernt,22,2
how to get my money back?,11,2
I have a question and I want to talk toCustomer Service,10,1
could you help me checking your money back policy?,16,2
"I'm not happy with the service, what can I do to lodge a complaint?",9,1
can you tell me if I can own several accounts?,8,2
"I have a problem paying, can I notify it?",5,1
"ask an agent to solve a problem making a payment, please",5,2
"I do not jnderstand you and I would like to speak with someone , please",14,1
"i wanna check your money back policy, what should i do?",16,0
question about my payment,5,2
"i wanna notify a problem paying, what should i do?",5,0
i want to know if i can create two accounts with the same email,8,0
"i dont want my fucking account, how can i delete it?",1,0
I want to know if I can get some bills,2,1
I have an issue when trying to pay for my order,5,1
would you give me information about delivery period?,7,2
"I want an account, what do I have to do?",8,1
"I need to edit my user details, how can I do it?",19,1
ask an agent if i could notify a fucking problem with my payment,5,0
I need help to find the invoices from 4 purchases ago,15,1
tell me if I can create more than one user account with the same email address,8,2
"I lost my account password, how do I recover it?",12,1
I want to know the status of my reimbursement,22,1
"I don't have an online account, how can I create one?",8,1
"please, ask an agent if icould inform of a fucking payment issue",5,2
i wanna view the status of my order,3,0
"i want to create an online account, can u help me?",8,0
"i have an issue paying with card, what do i have to do to inform of it?",5,0
"I do not understand you, could you talk to a person?",14,1
can you tell me the phone number to contact Customer Support?,10,2
"i need help notifying problems making a payment, please",5,0
"please, i wanna know if i can obtain somebills",2,0
where could I check the delivery options?,13,2
"my account's been hacked, how can I recover it?",12,1
"I got an error when I attempted to pay, but my card was charged anyway and I want to inform of it, please",5,1
"I have an issue when trying to make a payment with card, can I notify it?",5,1
how can I solve an issue paying?,5,2
"i got an error message when i tried o make a payment, but my card was charged anyway , how do i report it?",5,0
could you ask an agent where to notify problems paying?,5,2
how could I check what delivery options are available?,13,2
can you tell me if I can hav more than one accunt?,8,1
i have an issue when tryingto make a payment with card and i want to notify it,5,0
tell me if I can create several user accounts with the same email,8,2
I want help checking my order ETA,3,2
how do I report an issue with my payment?,5,2
"I want to track my order, what can I do?",3,1
"the show was postponed, can you help em?",11,1
whats the delivery period for my ticket?,7,2
"can you ask an agent to show me the fucking status of my reimbursement, please?",22,1
I want help to check the cancellation fee,20,2
"ask an agent how I can report a fucking issue with my payment, please",5,2
I do not know what I need to do to report a payment issue,5,1
where do I check the cancellation penalties?,20,2
would it be possible to file a complaint?,9,2
"I have an issue paying with card, what should I do to inform of it?",5,1
can you ask an agent how to know where my orders are?,3,2
want help creating a new user account,8,2
I have to check your refund policy,16,1
help me solve an issue with payments,5,2
I don't know how  to inform of sign-up errors,25,1
how to inform of an issue paying,5,2
I want to cancel my online account,1,1
"u are not helping, what can i do to contact a human?",14,0
can u ask an agent how to write a review?,23,0
I want to  know if my reimbursement has been processed,22,1
where do I file a consumer complaint for a service?,9,2
"I can't remember my password, I need help recovering it",12,1
I want to know if I can registger more than one account with the szme email,8,1
"i bought an item, what should i do to modify my purchase?",0,0
where could I file an complaint?,9,2
how do I solve problems with my payment?,5,2
is it possible to delete my account?,1,2
"I lost my invoice, check it",17,1
how do I check the cancellation penalty?,20,2
I want information about subscribing to the newsletter,18,2
"I purchased something, what do I have to do to modify my purchase?",0,1
I do not know what to do to reset my online account PIN,12,1
I do not know how to track the last order,3,1
"I can't find my bills, how do I see them?",17,1
"I got an error message when I tried to pay , but my card was charged anyway, I need help reporting it",5,1
assistance to set up a new shipping address,4,2
"i have an issue paying with card, what should i do to report it?",5,0
can you tell me if I can register several user accounts with the same email address?,8,2
I have a problem when trying to pay for my order and I want to report it,5,1
can you tell me where I cqn see an invoice ?,2,2
how to report  prbolems with my payment,5,2
"I changed my mind, can I close my profile?",1,1
"i have an issue when trying to pay for my order, what do i have to do to notify it?",5,0
"I got an error message when I attempted to pay, but I was charged anyway, I need help notifying it",5,1
getting invoices from 2 purchases ago,2,2
how to correct my address?,24,2
"I got an error when I tried to make an payment, but my card was charged anyway, what should I do to report it?",5,1
"I have an issue paying, what can I do to notgify it?",5,1
I want assistance resettng the access key of my account,12,2
I do not know how to cancel the last order I have made,27,1
I want assistance reporting an issue with payment,5,2
what do I have to do to check your money back policy?,16,1
I want to know if I can create several user accounts with the same email address,8,1
I yave an issue when trying to make a payment with card and I want to notify it,5,1
"please , I want to know if I can create two fucking online accounts eith a single email address",8,2
"I changed my mind, what should I do to close my account?",1,1
"I want to obtain a reimbursement, what should I do?",11,1
van i check your reimbursement policy?,16,0
"I got an error when I tried to make a payment, but my card was charged anyway, I need help informing of it",5,1
ask an agent hhow long the delivery takes,7,2
"I'm discontent with the servbice, what do I have to do to make a complaint?",9,1
"id like to submit a fucking comment for a service, what do i have to do?",23,0
tell me if I can create two online accounts with the same email address,8,2
ask an agent for information about seeing some bills,2,2
"u are not helping, help me speak with someone",14,0
how do I write an opinion?,23,2
"ive got no user account, help me open one",8,0
"I changed my mind, what do I have to do to cancel my user account?",1,1
where could I get the invoices from my last purchase?,2,1
help me report a registration issue,25,2
"the concert was cancelled, what can i do to obtain a reimbursement?",11,1
how do I view my bills?,17,2
"I don't have an online account, I need help creating one, please",8,1
I need information about the mail address of the Customer Service,10,2
"I ordered an item, help me modify my order",0,2
"I want to subscribe to the newsletter, tell me where to do it",18,1
I want information about the status of my order,3,1
I had an issue while opening an account,25,2
i purchased an item and id like to change my order,0,0
"I have a problem making a payment, what should I do?",5,1
"i want to track my orders, tell me  where to do it",3,0
can you tell me if I can create several online accounts with an single email?,8,2
can you help me leave a review?,23,2
"i wanna check my packages, can you tell me where to do it?",3,0
can u give me information about the email address to contact Client Service?,10,0
"could u ask an agent where my fucking packages are, please?",3,0
"I have a problem making a payment, can you inform of it?",5,1
what is the status of my order?,3,2
"I want to check your refund policy, what do I have to do?",16,1
what time is customer service available?,10,2
"I bought a product, how do I modify my order?",0,1
"I don't know anything about your refund policy, tell me about it",16,1
where to inform of an issue making a payment,5,2
i want support trying to update my delivery address,24,0
need help checking the accepted payment options,21,2
show me under what circumstances can I ask for a refund,16,1
"I wolud like to see my bill, hat can I do?",17,0
I want toocontact someone,14,2
I have errors trying to update my shipping address,24,2
"someone stole my account password, what can I do?",12,1
"could you find information about the email of the Client Service, please?",10,2
ask an agent how i can retrieve my account password,12,0
I do not know how to check the status of the refund,22,1
can you download some invoices?,2,2
I need help with canceling an order I made,27,1
I don't know what I need to do to delete my account,1,1
"I'm happy with the service, I need help submitting a review",23,1
can you tell me where to download an invoice?,2,2
"i wanna notify a payment problem, what can i do?",5,0
need help subscribing to your company nmewsletter,18,2
"I need a user account, what do I have to do?",8,1
"I didn't receive my invoices, I need help seeing them",17,1
"I want to register, what should I do?",8,1
"my user account was hacked, what can i do to recover it?",12,0
can I inform of issues making a payment?,5,2
"the show was cancelled and I'd like to get a fucking refund, please",11,1
"I'd like to see the mail to contact Client Service, please",10,1
"I want to obtain an invoice, tell me where to do it",2,1
"please, can you ask an agent how I could notify a fucking issue with my payment?",5,1
"I need information, how do I contact Customer Support?",10,1
can u ask an agent to show me information about my invoice?,17,0
"I have a problem paying with card, how can I inform of it?",5,1
I want assistance to report an issue with payments,5,2
I need help getting an invoice,2,2
help me view my invoices,17,2
I do not know how I could create an account,8,1
ask an agent how i can send an email to client service,10,0
"you aren't helping, how do I contact a persin?",14,1
"i have an issue when trying to pay with card, inform of it",5,0
"I want to see the status of my refund, what do I have to do?",22,1
"I have an issue when tryng to pay with card, can you help me ?",5,1
"i dont understand you, what can i do to speak with a human asgent?",14,0
i do not know how i can check the avaqilable payment methods,21,0
help to cancel the order I made,27,2
I need assistance canceling the last order I have made,27,1
"my profile was hacked, how could I get it back ?",12,1
sak an agentz how i can make a purchase,26,0
can you ask an agent if I can check my order?,3,2
how could I get information about order changes?,0,2
"could u ask an agent what the free phone number of customer service is, please?",10,0
where to report payment issues,5,2
"I have a question, I need help talking to Customer Support",10,1
could you help me check when will my item arrive?,7,2
I would like to check my packages,3,2
ask an agent where i can inform of an issue with my payment,5,0
"I don't understand you, what can I do to speak with someone?",14,1
can u show me the phone number of customer support?,10,0
"I have a question, what can I do to talk to Client Service?",10,1
can u ask an agent how i can retrieve my account password?,12,0
"I made a mistake, change my order",0,1
"i wanna open a user account, what caqn i do?",8,0
"i dont have an online account, what can i do to open one?",8,0
I had a problem creating an account,25,2
could you help me switch to another account?,6,2
canyou track my order?,3,2
"i want to get an invoice, can you tell me where to do it?",2,0
"could you ask an agent if I could report a fucking payment issue, please?",5,2
help solving an issue with payments,5,2
"i have an issue when trying to pay for my order, what can i do?",5,0
where can I find information about my lost pwd?,12,1
you aren't helping and I want to speak with a human agent,14,1
I need help canceling the order I have made,27,1
ask an agent where i can leave a comment for a service,23,0
help to check how soon can I expect the delivery,7,2
"I want to know the status of my refund, what do I have to do to track it?",22,1
"I want a reimbursement, can you help me?",11,1
can you help me to get refunds of money?,11,2
"can you call Client Service, please?",10,2
"I ordered an item, how can i modify my order?",0,0
"the game was cancelled, how do I get a refund?",11,1
could I check what options for delivery you offer?,13,2
"I lost my invoice, I need help seeing it",17,1
can i see the status of my order?,3,0
"I want information, how do I call Customer Service?",10,1
i have a question about the termination of an account,1,0
"the concert was cancelled, what can I do to obtain a refund?",11,1
I need to check the status of my order,3,1
"I can't understand you, what should I do to speak with a human?",14,1
i want to see the phone no of Customer Service,10,0
i get an error message when i attempt to make a payment for my order,5,0
I have got to change an order I made,0,1
"I cannot sign up, I want to report a sign-up error",25,1
where do I view my bill?,17,2
where do I check how long the delivery takes?,7,2
can I see my invoices?,17,2
i wanna know where I can get an invoice,2,0
"I'm discontent with the service, what do I have to do to ldge a complaint?",9,1
"I want to recover my account password, what can I do?",12,1
I want to notify issues making a payment,5,2
what do I need to do to lodhe a reclamation?,9,1
"i wanna submit an opiunio for a service, what can i do?",23,0
"I have a question, what do I have to do to send an email to Client Service?",10,1
could you ask an agent how to notify an issue with my payment ?,5,2
"youre not helping, i need help talking to a human agent",14,0
"i dont want my fucking user account, can u close it, please?",1,0
how to switch to another user account,6,2
ask an agent how i can see their money back policy,16,0
I want to view your payment methods,21,2
can u ask an agent if i could inform of fucking payment issues ?,5,0
is it possible to edit my personal information?,19,2
can you find information about your reimbursement policy?,16,1
"the game was cancelled, how do i request a refund?",11,0
set a different shipping address up,4,2
"I have a problem paying for my order, how can I report it?",5,1
information about the email address of the Client Service,10,2
"I don't want my user account, can I remove it?",1,1
can you tell me the number of Client Service?,10,2
"an error pops when I attempt to make a payment for my order, cvan you help ne?",5,1
i need help solving an issue paying,5,0
"I have an issue when trying to make an payment, I need help informing of it",5,1
where do I check my order?,3,1
"i can't find my bill, how can i view it?",17,0
tell me what the free number of Customer Service is,10,2
i want to call client service,10,0
I want to check what delivery options I have,13,1
I want to inform of problems with my payment,5,2
how to solve a problem with my payment,5,2
i need information about my invoice,17,0
what do I need to do to track the refund?,22,1
"I've got no user account, what do I have to do to create one?",8,1
I need assistance buying something,26,2
can you tell me how I can check my orders?,3,2
I do not know what to do to leave a review,23,1
"I need information, what can I do to call Customer Service?",10,1
can I notify a payment propblem ?,5,2
I would like information about the delivery periods,7,2
could u ask an agent where i can update my fucking shipping address?,24,0
"I got an error message when I tried to make a paymnt, but I was charged anyway, I need help reporting it",5,1
how could I find information about the delivery periods?,7,2
"the event was cancelled , help me request a reimbursement",11,1
ask an agent where i could report a payment issue,5,0
how to check your payment methods,21,2
where can I set up a new shipping address?,4,2
"I can't remember my account password, can you recover it?",12,1
information about the delivery period,7,2
I'm discontent with the service and I want to make a consumer complaint,9,1
"an error message pops when I try to make a payment with card, what can I do?",5,1
I do not know how I can make an order,26,1
I want help checking how long refunds usually take,16,1
"i have a problem making a payment with card , what can i do to notify it?",5,0
"I ordered an item, i need help changing my purchase",0,0
I try to leave a review for your company,23,2
"I lost my invoice, what can I do to see it?",17,1
can u ask an agent if i can trcak my shipment?,3,0
help me to see what payment methods are allowed,21,2
"my profile was hacked, what do I have to do to recover it?",12,1
"I'm discontent with the service, what do I have to do to fie a complaint?",9,1
need to list ur allowed payment options can uhelp me,21,0
where do I view your refund policy?,16,2
"I have an issue making a payment, can you belp me ?",5,1
i do not know how i can see the early termination charges,20,0
"i want to use my other user account, what can i do to switch them?",6,0
"I have an issue when trying to pay with card, what do I have to do?",5,1
I don't know what to do to track the last order,3,1
how do I modify my profile?,19,2
how to change to another user account,6,2
show me the invoices,15,2
can you tell me about the cancellation fee?,20,2
I want assistance to get my invoice,2,2
"I do not have a fucking account, what do I have to do to register?",8,1
"an error message pops when I try to make a payment for my online order, what do I have to do?",5,1
I want to know how I can track my delivery,3,1
how do I find my order?,3,2
can I create more than one user account with the same email?,8,2
I want assistance to switch user,6,2
can you give me information about the mail of the Client Service?,10,2
send me some invoices,2,2
can u ask an agent to solve a problem paying?,5,0
I do not know how I could check the status of the refund,22,1
"I didn't receive my invoice, can I check it?",17,1
how to delete my account,1,2
I want a profile and I want to create one,8,1
"I forgot my account password, what can I do to recover it?",12,1
"I need information, can you contact Customer Service?",10,2
I need assistance deleting an account,1,2
I do not know how to set up a different shipping address,4,1
"i have no online account, what should i do?",8,0
tell me more about updating my address,24,2
how can I view the cancellation penalties ?,20,2
I want to track my order,3,2
"please, could you ask an agent how I can lodge a complaint for a service?",9,2
my profile's been hacked and I want to recoevr it,12,1
information about my invoices,17,2
tell me if i can obtain some invoices,2,0
"ask an agent if i can report a fucking problem with my payment, please",5,0
help me to get the invoices from my last purchase,2,2
where to check the goddamn withdrawal charge,20,2
"the show was cancelled, obtain a reimbursement",11,2
I want to know if I can have more than one account,8,1
"i wanna check my orders, tell me where I can do it",3,0
were do I view the status of my order?,3,2
I can't change to a new fucking user account,6,2
"I'm not happy with the service, lodge a complaint",9,1
ask an agent how I can know where my delivery is,3,2
how can I check what hours customer service available is?,10,2
I want to know how I can obtain an invoice,2,1
help me to check in what cases can I ask for refunds,16,2
"I got an error when I tried to make a payment, but I was charged anyway, can you notify it?",5,1
"I want to file a consumer complaint for a service, what do I have to do?",9,1
"id like to solve a payment problem, what do i have to do?",5,0
could you help me recover my password?,12,2
i cannot cancel my newsletter subscription,18,0
"youre not helping, how do i speak with someoone?",14,0
an error message pops when I attempt to make a payment for my online order,5,1
how could I check the cancellation fee?,20,2
help me buying something,26,2
"i need a refund, what should i do to obtain one?",11,0
"you're not helping, what should I do to speak with a human agent?",14,1
I need to track my last order,3,2
I call to file a complaint against your business,9,2
where do I report problems with my payment?,5,2
can you help me leaving a review for a service?,23,2
the shipping address has changed can uchange it,24,2
I have to set another shipping address up,4,2
"I don't want my online account, I need help canceling it",1,1
can you help me submit some feedback for a service?,23,2
"I have an issue when trying to pay with card, what should I do to notify it?",5,1
"the show was cancelled, what can I do to obtain a refund?",11,1
"I don't want my profile, what can I do to delete it?",1,1
"i changed my mind, what can i do to cancel my online account?",1,0
I am trying to check the cancellation fees,20,1
can u ask an agent how i can solve problems with my payment?,5,0
I want to get a refund of money,11,1
I had an issue opening an account,25,2
send me the invoices from one purchases ago,2,2
I would like to check what delivery options I have,13,1
I cannot report registration issues,25,2
i need help notifying a problem making a payment,5,0
where could I track my last order?,3,2
can i leave an opinion for a service?,23,0
can u ask an agent if i could remove my user account?,1,0
"I don't understand you, how can I speak with a human agent?",14,1
I have got to check the cancellation fee,20,1
I want to inform of a payment issue,5,2
i lost my invoice and i wanna check it,17,0
help me to report a payment issue,5,2
"I don't have an shipping address, can you set it up?",4,1
I want to know what the mail address to  contact Customer Service is,10,2
I cannot corrdct my shipping address,24,2
"I don't want my profile, how do I close it?",1,1
can you tell me the hours of Customer Support?,10,2
how to report an issue with payment?,5,2
"please, ask an agent where i could report a problem making a payment",5,0
"I can't remember my account password, how can I recover it?",12,1
could I track the refund?,22,2
canI file a complaint?,9,2
"I need a refund, what can I do?",11,1
could you give me information about user account deletions?,1,2
"I forgot my password, retrieve it, please",12,2
could you help me to buy several of your item?,26,2
"i wanna obtain a reimbursement, what should i do?",11,0
ilost my password and i wanna retrieve it,12,0
"I want to view the delivery options, can you help me?",13,1
i need help talking to a person,14,0
ask an agent if i can make a consumer complaint,9,0
"I got an error message when I tried to make a payment, but I was charged anyway",5,1
"I want information, speak with Customer Service",10,2
i wanna see the mail to contact Client Service,10,0
can you tell me if my shipment is out for delivery?,3,2
ask an agent where to view my bill,17,2
I do not know what to do to get my invoice,2,1
where to notify payment issues,5,2
can you tell me the phone number to contact Customer Service?,10,2
"I lost my invoice, how do I view it?",17,1
how to solve a problem making a  payment,5,2
signup errors,25,2
"i wanna update my shipping address, what should i do?",24,0
I'm not happy with the service and I want to make a consumer complaint,9,1
I'm having issues signing up,25,1
where can I track the last order?,3,2
"I have a question, help me send an email to Client Service",10,2
need help checking the cancellation fees,20,2
"I got an error when I tried to pay, but I was charged anyway and I want to notify it",5,1
"I'm discontent with the service, can you file a consumer complaint?",9,1
"I want to get some invoices, can you tell me how I can do it?",2,1
"i want to change my order, tell me where to do it, please",0,0
"I ordered an item, help me change my order",0,2
"you're not helping, what can I do to speak with a human agent?",14,1
where to write a review,23,2
i want torequest a invoice,2,0
help me to delete the account,1,2
assistance to file a complaint against your organizxation,9,2
"I want to open a user account, what should I do?",8,1
"an error message pops when I try to make a payment with card, what do I have to do?",5,1
i wanna know what the free number to contact customer service is,10,0
"I have a question, can I talk to Client Service?",10,1
how can I check the ticket delivery options?,13,2
can you tell me how I can obtain soem invoices?,2,2
can I changew to another profile?,6,2
I want informastion and I want to call Customer Support,10,1
"I have a problem paying for my online ordder, what do I have to do?",5,1
is there a section to submit some feedback for a service?,23,2
I don't know how I can check the refund status,22,1
"please, could you tell me if I could subscribe to the newsletter?",18,1
I don't know what to do to report registration issues,25,1
where can I leave an opinion for a service?,23,2
can i see some fucking invoices?,2,0
i wanna change to another online account,6,0
"i want to delete my profile, where can i do it?",1,0
could u ask an agent how i cn solve a payment problem ?,5,0
"i got an error message when i tried to pay, but i was charged anyway, how can i report it?",5,0
want help to open a new account,8,2
where to check the ticket delivery options,13,2
can u ask an agent how i can see my invoicess?,17,0
"i want to modify my fucking purchase, tell me where I can do it, please",0,0
how do I make a purchase?,26,2
